ABC,MCMC,SMC
250.00000000000003,16.606972022961102,148.68372973558107
300.8328542021993,14.228617235223703,200.57735224248495
250.00000000000003,13.025094881338568,102.96690057687931
254.89091635896222,19.12806437336702,111.73547381539353
225.075420523684,23.77181902002481,101.37255913389609
250.0,15.09594007007995,340.80640179977524
410.0506604388397,7.008054757793168,250.0
239.84246943820398,9.180165308792018,143.08325122275434
325.10281445068875,15.317700352215342,118.21288020732568
249.99999999999997,8.495067923337905,268.58730292847645
250.0,13.01472565614595,141.195886457381
585.3141300813543,16.582782585002015,98.26807153942501
300.02168828915126,7.939814266107121,132.8388434709347
265.43507707084984,15.762584641767084,113.53152636049646
250.0,11.075157715039689,118.27081379086816
250.00000000000003,7.805060102146088,95.6595198071226
265.13811230693733,9.641557681729157,146.01939156236526
258.4318774388192,15.92730426212162,82.28389903372715
245.34517155920858,17.75791814916872,280.58104596853656
250.0,11.841836534278501,137.7980240056868
406.5095667079661,7.854761525656985,110.74344525512024
214.29272714904627,12.393182325753587,133.43567006508545
263.61201410775806,12.571480605917362,250.00000000000003
249.2203265941282,11.386491974748772,265.80005132195186
244.01803773039634,15.102216117181799,244.2879218148025
474.43149165509976,27.988783566588125,109.94497636450231
250.00000000000003,15.322477256316663,108.29783806908071
410.9909422177894,16.88556752136478,111.11059138339266
243.66312937377586,8.257450857995094,158.43309955550876
337.87534826788755,6.730512054591893,104.16985820603388
243.43383242724065,9.577864024313929,135.97920950958354
232.53157295595042,18.863909443000875,94.890694828017
250.00000000000003,6.028721839583737,104.86367486100959
229.65634489654232,39.882007950622466,102.16004331411116
250.0,13.016520821724066,219.87806890276804
348.29852553808433,10.717362448096035,350.8943256191466
222.35256703443116,10.27155724407414,144.72205658584846
250.0,5.379475431916652,112.60637211077078
250.0,12.216581965348517,99.1043155736139
250.00000000000003,9.49561122809708,99.26358398585987
249.99999999999997,7.4847318463691765,122.93072548294161
258.33171205447627,13.68106403939948,148.76608675151456
265.08339510478186,9.698955180806037,126.52628687849123
250.00000000000003,11.687722651398774,107.2945255793952
233.8372297007904,15.318651727523688,126.05612128995378
249.99999999999997,17.816866357335456,104.10894117887011
310.0438828029543,12.664224603136317,139.42064104636762
268.41371774981513,8.853535905751144,105.45165636226943
